NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_REGULATION_OF_ENDODEOXYRIBONUCLEASE_ACTIVITY	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_NUCLEASE_ACTIVITY	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NUCLEASE_ACTIVITY	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DEOXYRIBONUCLEASE_ACTIVITY	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY	92	74		
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_BINDING	96	84		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_BINDING	83	80		
GOBP_RESPONSE_TO_FOOD	38	29		
GOBP_REGULATION_OF_RESPONSE_TO_FOOD	19	15		
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_FOOD	13		Rejected!	
GOBP_REGULATION_OF_APPETITE	23		Rejected!	
GOBP_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	1036		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	394	293		
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	507	402		
GOBP_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS	26	22		
GOBP_SEQUESTERING_OF_ZINC_ION	8		Rejected!	
GOBP_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY	328	291		
GOBP_ACTIVATION_OF_PROTEIN_KINASE_B_ACTIVITY	35	29		
GOBP_TRANSPOSITION	31	15		
GOBP_TRANSPOSITION_RNA_MEDIATED	5		Rejected!	
GOBP_TELOMERE_ORGANIZATION	174	139		
GOBP_TELOMERE_MAINTENANCE_VIA_SEMI_CONSERVATIVE_REPLICATION	27	27		
GOBP_TELOMERE_ASSEMBLY	7		Rejected!	
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE	79	75		
GOBP_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE	35	33		
GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE	51	47		
GOBP_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERASE	20	19		
GOBP_RIBOFLAVIN_TRANSPORT	5		Rejected!	
GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_CHOLINERGIC	6		Rejected!	
GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_DOPAMINERGIC	7		Rejected!	
GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC	31	27		
GOBP_NEGATIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC	12		Rejected!	
GOBP_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	102	95		
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	34	29		
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	62	60		
GOBP_ACTIVATION_OF_STORE_OPERATED_CALCIUM_CHANNEL_ACTIVITY	5		Rejected!	
GOBP_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	7		Rejected!	
GOBP_SECRETORY_GRANULE_LOCALIZATION	12		Rejected!	
GOBP_METHYLATION	359	312		
GOBP_PURINE_NUCLEOTIDE_SALVAGE	7		Rejected!	
GOBP_PYRIMIDINE_NUCLEOTIDE_SALVAGE	5		Rejected!	
GOBP_REGULATION_OF_PROTEIN_POLYMERIZATION	225	203		
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION	78	68		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYMERIZATION	132	119		
GOBP_GONADOTROPIN_SECRETION	13		Rejected!	
GOBP_LUTEINIZING_HORMONE_SECRETION	7		Rejected!	
GOBP_REGULATION_OF_GONADOTROPIN_SECRETION	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GONADOTROPIN_SECRETION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GONADOTROPIN_SECRETION	5		Rejected!	
GOBP_CENTRAL_NERVOUS_SYSTEM_MYELIN_MAINTENANCE	5		Rejected!	
GOBP_PERIPHERAL_NERVOUS_SYSTEM_MYELIN_MAINTENANCE	8		Rejected!	
GOBP_MYELIN_ASSEMBLY	19	17		
GOBP_CENTRAL_NERVOUS_SYSTEM_MYELIN_FORMATION	5		Rejected!	
GOBP_AXON_ENSHEATHMENT_IN_CENTRAL_NERVOUS_SYSTEM	21	19		
GOBP_REGULATION_OF_ICOSANOID_SECRETION	19		Rejected!	
GOBP_REGULATION_OF_PROSTAGLANDIN_SECRETION	11		Rejected!	
GOBP_ICOSANOID_SECRETION	43	30		
GOBP_PROSTAGLANDIN_SECRETION	14		Rejected!	
GOBP_ALANINE_TRANSPORT	15		Rejected!	
GOBP_SERINE_TRANSPORT	10		Rejected!	
GOBP_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	48	44		
GOBP_NEGATIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	22	20		
GOBP_POSITIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	17	15		
GOBP_ALDOSTERONE_METABOLIC_PROCESS	10		Rejected!	
GOBP_REGULATION_OF_ALDOSTERONE_METABOLIC_PROCESS	7		Rejected!	
GOBP_REGULATION_OF_HORMONE_METABOLIC_PROCESS	33	28		
GOBP_NEGATIVE_REGULATION_OF_HORMONE_METABOLIC_PROCESS	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HORMONE_METABOLIC_PROCESS	12		Rejected!	
GOBP_RESPONSE_TO_FOLLICLE_STIMULATING_HORMONE	13		Rejected!	
GOBP_RESPONSE_TO_ESTRADIOL	125	99		
GOBP_OXYGEN_HOMEOSTASIS	8		Rejected!	
GOBP_INTRACELLULAR_LIPID_TRANSPORT	47	40		
GOBP_INTRACELLULAR_STEROL_TRANSPORT	27	22		
GOBP_REGULATION_OF_LIPID_TRANSPORT	156	111		
GOBP_NEGATIVE_REGULATION_OF_LIPID_TRANSPORT	49	29		
GOBP_POSITIVE_REGULATION_OF_LIPID_TRANSPORT	85	65		
GOBP_REGULATION_OF_STEROL_TRANSPORT	70	46		
GOBP_NEGATIVE_REGULATION_OF_STEROL_TRANSPORT	27		Rejected!	
GOBP_POSITIVE_REGULATION_OF_STEROL_TRANSPORT	31	24		
GOBP_REGULATION_OF_INTRACELLULAR_LIPID_TRANSPORT	10		Rejected!	
GOBP_REGULATION_OF_INTRACELLULAR_TRANSPORT	349	320		
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT	57	51		
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT	218	204		
GOBP_DNA_GEOMETRIC_CHANGE	114	107		
GOBP_REGULATION_OF_TRANSPORTER_ACTIVITY	283	235		
GOBP_NEGATIVE_REGULATION_OF_TRANSPORTER_ACTIVITY	82	65		
GOBP_POSITIVE_REGULATION_OF_TRANSPORTER_ACTIVITY	112	96		
GOBP_REGULATION_OF_SODIUM_PROTON_ANTIPORTER_ACTIVITY	6		Rejected!	
GOBP_LYSOSOME_LOCALIZATION	74	65		
GOBP_REGULATION_OF_PHOSPHOLIPASE_A2_ACTIVITY	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PHOSPHOLIPASE_A2_ACTIVITY	7		Rejected!	
GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	132	127		
GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	36	34		
GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	88	85		
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION	957		Rejected!	
GOBP_ENDOCYTIC_RECYCLING	50	49		
GOBP_REGULATION_OF_CYTOKINESIS	90	75		
GOBP_NEGATIVE_REGULATION_OF_CYTOKINESIS	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS	40	27		
GOBP_ENDOPLASMIC_RETICULUM_CALCIUM_ION_HOMEOSTASIS	25	25		
GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_CALCIUM_ION_CONCENTRATION	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	47	41		
GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	77	71		
GOBP_RAB_PROTEIN_SIGNAL_TRANSDUCTION	21	19		
GOBP_REGULATION_OF_RAB_PROTEIN_SIGNAL_TRANSDUCTION	7		Rejected!	
GOBP_RAP_PROTEIN_SIGNAL_TRANSDUCTION	15		Rejected!	
GOBP_CDC42_PROTEIN_SIGNAL_TRANSDUCTION	14		Rejected!	
GOBP_REGULATION_OF_CDC42_PROTEIN_SIGNAL_TRANSDUCTION	7		Rejected!	
GOBP_DETECTION_OF_MOLECULE_OF_BACTERIAL_ORIGIN	12		Rejected!	
GOBP_RESPONSE_TO_BACTERIAL_LIPOPROTEIN	11		Rejected!	
GOBP_RESPONSE_TO_PEPTIDOGLYCAN	12		Rejected!	
GOBP_RESPONSE_TO_MURAMYL_DIPEPTIDE	20	18		
GOBP_MULTICELLULAR_ORGANISM_REPRODUCTION	838		Rejected!	
GOBP_CYTOKINETIC_PROCESS	38	36		
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_CELL	64	57		
GOBP_ENDOSOME_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY	31	27		
GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY	7		Rejected!	
GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY	17	15		
GOBP_POSITIVE_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY	21	19		
GOBP_SOMITE_ROSTRAL_CAUDAL_AXIS_SPECIFICATION	10		Rejected!	
GOBP_RESPONSE_TO_RETINOIC_ACID	103	90		
GOBP_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM	47	43		
GOBP_MICROVILLUS_ORGANIZATION	24	21		
GOBP_REGULATION_OF_MICROVILLUS_ORGANIZATION	13		Rejected!	
GOBP_REGULATION_OF_MICROVILLUS_LENGTH	7		Rejected!	
GOBP_REGULATION_OF_MICROVILLUS_ASSEMBLY	6		Rejected!	
GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE	370	335		
GOBP_REGULATION_OF_CELL_PROJECTION_SIZE	10		Rejected!	
GOBP_MITOCHONDRIAL_TRANSLATION	134	132		
GOBP_RESPONSE_TO_PROGESTERONE	45	39		
GOBP_PROTEIN_TRANSPORT_WITHIN_LIPID_BILAYER	6		Rejected!	
GOBP_CHEMOKINE_PRODUCTION	95	72		
GOBP_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION	16		Rejected!	
GOBP_TYPE_I_INTERFERON_PRODUCTION	129	114		
GOBP_INTERFERON_ALPHA_PRODUCTION	28	25		
GOBP_INTERFERON_BETA_PRODUCTION	52	47		
GOBP_INTERFERON_GAMMA_PRODUCTION	112	77		
GOBP_INTERLEUKIN_1_ALPHA_PRODUCTION	11		Rejected!	
GOBP_INTERLEUKIN_1_BETA_PRODUCTION	108	68		
GOBP_INTERLEUKIN_1_PRODUCTION	126	81		
GOBP_INTERLEUKIN_10_PRODUCTION	62	45		
GOBP_INTERLEUKIN_12_PRODUCTION	60	45		
GOBP_INTERLEUKIN_13_PRODUCTION	20	16		
GOBP_INTERLEUKIN_17_PRODUCTION	43	28		
GOBP_INTERLEUKIN_18_PRODUCTION	11		Rejected!	
GOBP_INTERLEUKIN_2_PRODUCTION	61	51		
GOBP_INTERLEUKIN_21_PRODUCTION	7		Rejected!	
GOBP_INTERLEUKIN_23_PRODUCTION	7		Rejected!	
GOBP_INTERLEUKIN_4_PRODUCTION	33	25		
GOBP_INTERLEUKIN_5_PRODUCTION	19		Rejected!	
GOBP_INTERLEUKIN_6_PRODUCTION	162	117		
GOBP_INTERLEUKIN_8_PRODUCTION	103	69		
GOBP_REGULATION_OF_INTERLEUKIN_21_PRODUCTION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_PRODUCTION	25	18		
GOBP_NEGATIVE_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION	41	25		
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_ALPHA_PRODUCTION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_BETA_PRODUCTION	41	17		
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION	49	22		
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION	23		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION	18		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_13_PRODUCTION	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_17_PRODUCTION	22		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_18_PRODUCTION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION	28	21		
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_4_PRODUCTION	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_5_PRODUCTION	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	66	37		
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION	38	16		
GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION	60	47		
GOBP_POSITIVE_REGULATION_OF_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION	22	21		
GOBP_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION	33	31		
GOBP_POSITIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION	65	48		
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_ALPHA_PRODUCTION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION	64	46		
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION	38	30		
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION	40	31		
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_13_PRODUCTION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_17_PRODUCTION	18		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION	30	27		
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_23_PRODUCTION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_4_PRODUCTION	24	19		
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_5_PRODUCTION	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	86	74		
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION	57	49		
GOBP_MAST_CELL_CYTOKINE_PRODUCTION	6		Rejected!	
GOBP_REGULATION_OF_MONOOXYGENASE_ACTIVITY	65	52		
GOBP_NEGATIVE_REGULATION_OF_MONOOXYGENASE_ACTIVITY	18		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MONOOXYGENASE_ACTIVITY	33	28		
GOBP_DNA_METHYLATION_ON_CYTOSINE	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ATPASE_ACTIVITY	18	16		
GOBP_POSITIVE_REGULATION_OF_ATPASE_ACTIVITY	58	53		
GOBP_BILE_ACID_SECRETION	12		Rejected!	
GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	52	45		
GOBP_NEGATIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	18	15		
GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	26	22		
GOBP_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS	645	498		
GOBP_RIBOSOME_DISASSEMBLY	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CREB_TRANSCRIPTION_FACTOR_ACTIVITY	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CREB_TRANSCRIPTION_FACTOR_ACTIVITY	20	17		
GOBP_LOW_DENSITY_LIPOPROTEIN_RECEPTOR_PARTICLE_METABOLIC_PROCESS	14		Rejected!	
GOBP_RECEPTOR_CATABOLIC_PROCESS	36	35		
GOBP_REGULATION_OF_LOW_DENSITY_LIPOPROTEIN_PARTICLE_RECEPTOR_CATABOLIC_PROCESS	6		Rejected!	
GOBP_LACRIMAL_GLAND_DEVELOPMENT	6		Rejected!	
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION	33	22		
GOBP_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION	20		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_PROLIFERATION	8		Rejected!	
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_DIFFERENTIATION	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_DIFFERENTIATION	6		Rejected!	
GOBP_REGULATION_OF_CD4_POSITIVE_CD25_POSITIVE_ALPHA_BETA_REGULATORY_T_CELL_DIFFERENTIATION	5		Rejected!	
GOBP_GLOMERULUS_DEVELOPMENT	62	55		
GOBP_GLOMERULAR_BASEMENT_MEMBRANE_DEVELOPMENT	11		Rejected!	
GOBP_REGULATION_OF_CELLULAR_PH_REDUCTION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELLULAR_PH_REDUCTION	5		Rejected!	
GOBP_RESPONSE_TO_INSULIN	278	250		
GOBP_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	226	204		
GOBP_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS	619		Rejected!	
GOBP_REGULATION_OF_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY	25	24		
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION	874		Rejected!	
GOBP_REGULATION_OF_POLYSACCHARIDE_METABOLIC_PROCESS	45	43		
GOBP_REGULATION_OF_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS	38	36		
GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS	227	203		
GOBP_REGULATION_OF_ORGANIC_ACID_TRANSPORT	60	48		
GOBP_NEGATIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT	20	16		
GOBP_POSITIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT	36	27		
GOBP_NEGATIVE_REGULATION_OF_VIRAL_TRANSCRIPTION	15		Rejected!	
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION	13		Rejected!	
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA2_PRODUCTION	8		Rejected!	
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA3_PRODUCTION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION	6		Rejected!	
GOBP_CIRCADIAN_REGULATION_OF_GENE_EXPRESSION	67	64		
GOBP_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY	45	35		
GOBP_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY	24	20		
GOBP_NEGATIVE_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY	7		Rejected!	
GOBP_REGULATION_OF_SUPEROXIDE_ANION_GENERATION	20	16		
GOBP_SECRETION_BY_TISSUE	33	24		
GOBP_INOSITOL_TRISPHOSPHATE_METABOLIC_PROCESS	11		Rejected!	
GOBP_INOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS	27	20		
GOBP_INOSITOL_TRISPHOSPHATE_BIOSYNTHETIC_PROCESS	8		Rejected!	
GOBP_REGULATION_OF_INOSITOL_TRISPHOSPHATE_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INOSITOL_TRISPHOSPHATE_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_COLLAGEN_METABOLIC_PROCESS	109	91		
GOBP_COLLAGEN_BIOSYNTHETIC_PROCESS	51	41		
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER	12		Rejected!	
GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS	389	354		
GOBP_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	328	306		
GOBP_PROTEIN_DNA_COMPLEX_DISASSEMBLY	20	16		
GOBP_RIBONUCLEOPROTEIN_COMPLEX_DISASSEMBLY	7		Rejected!	
GOBP_CELLULAR_COMPONENT_MORPHOGENESIS	766		Rejected!	
GOBP_CELL_PART_MORPHOGENESIS	679		Rejected!	
GOBP_MUSCLE_CELL_PROLIFERATION	222	168		
GOBP_REGULATION_OF_MAST_CELL_ACTIVATION	41	34		
GOBP_NEGATIVE_REGULATION_OF_MAST_CELL_ACTIVATION	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MAST_CELL_ACTIVATION	19	15		
GOBP_REGULATION_OF_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	30	24		
GOBP_NEGATIVE_REGULATION_OF_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	13		Rejected!	
GOBP_TETRAPYRROLE_METABOLIC_PROCESS	62	49		
GOBP_TETRAPYRROLE_BIOSYNTHETIC_PROCESS	28	26		
GOBP_MYELOID_CELL_APOPTOTIC_PROCESS	28	25		
GOBP_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS	23	20		
GOBP_NEGATIVE_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS	8		Rejected!	
GOBP_REGULATION_OF_ORGANELLE_ORGANIZATION	1165		Rejected!	
GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	273	254		
GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION	45	42		
GOBP_CELLULAR_PIGMENTATION	52	49		
GOBP_T_CELL_DIFFERENTIATION_IN_THYMUS	73	67		
GOBP_IMMATURE_T_CELL_PROLIFERATION	11		Rejected!	
GOBP_IMMATURE_T_CELL_PROLIFERATION_IN_THYMUS	9		Rejected!	
GOBP_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS	22	21		
GOBP_NEGATIVE_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_IMMATURE_T_CELL_PROLIFERATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_IMMATURE_T_CELL_PROLIFERATION	5		Rejected!	
GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY	101	90		
GOBP_NEGATIVE_REGULATION_OF_RNA_SPLICING	25	25		
GOBP_POSITIVE_REGULATION_OF_RNA_SPLICING	37	35		
GOBP_REGULATION_OF_HISTONE_PHOSPHORYLATION	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HISTONE_PHOSPHORYLATION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GLUCOKINASE_ACTIVITY	5		Rejected!	
GOBP_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION	143	111		
GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION	30	27		
GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION	107	78		
GOBP_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION_OF_STAT_PROTEIN	23		Rejected!	
GOBP_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY	73	66		
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY	35	31		
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY	12		Rejected!	
GOBP_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY	39	36		
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY	10		Rejected!	
GOBP_V_D_J_RECOMBINATION	16		Rejected!	
GOBP_IMMUNOGLOBULIN_V_D_J_RECOMBINATION	6		Rejected!	
GOBP_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	247	227		
GOBP_HISTONE_H3_K9_DEMETHYLATION	14		Rejected!	
GOBP_REGULATION_OF_HISTONE_UBIQUITINATION	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HISTONE_UBIQUITINATION	5		Rejected!	
GOBP_RESPONSE_TO_VITAMIN_A	18	15		
GOBP_RESPONSE_TO_HYDROPEROXIDE	17		Rejected!	
GOBP_RESPONSE_TO_VITAMIN_E	11		Rejected!	
GOBP_RESPONSE_TO_ATP	31	25		
GOBP_MEIOTIC_CYTOKINESIS	7		Rejected!	
GOBP_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY	174	154		
GOBP_LEPTIN_MEDIATED_SIGNALING_PATHWAY	11		Rejected!	
GOBP_ADIPONECTIN_ACTIVATED_SIGNALING_PATHWAY	7		Rejected!	
GOBP_IRON_IMPORT_INTO_CELL	11		Rejected!	
GOBP_REGULATION_OF_PROTEIN_SUMOYLATION	25	22		
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_SUMOYLATION	11		Rejected!	
